[1740780088.0028183]	Q_Header<(2621443, 24768, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 70, 107, 182, 197, 253, 253, 253, 253, 253, 132, 224, 253, 153, 178, 253, 253, 230, 211, 247, 147, 125, 14, 0, 0, 49, 22, 45, 135, 135, 0, 58, 0, 107, 98, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 123, 104, 46, 145, 205, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5503488230521609, y=-0.829948241750392, z=0.08398358439833352, w=-0.0353390227955197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.017777777777777778, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.09)>	COMP<167>
[1740780090.0128539]	Q_Header<(2621443, 24969, 257, 173, 250, 8, 58, 201, 51)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 38, 34, 15, 0, 32, 66, 103, 128, 137, 253, 253, 253, 253, 207, 253, 253, 253, 253, 202, 109, 81, 47, 138, 253, 253, 253, 177, 251, 200, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 54, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4793063590671072, y=-0.8723705322992695, z=0.0926508408332954, w=-0.02551255037438569)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0044444444444444444, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=0.08)>	COMP<158>
[1740780090.0227656]	Q_Header<(2621443, 24970, 257, 173, 250, 8, 58, 202, 51)>	Q_Data<(0, 0, 57, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 36, 22, 0, 0, 17, 39, 60, 63, 71, 160, 207, 253, 253, 253, 253, 253, 253, 253, 163, 162, 148, 16, 121, 253, 253, 253, 82, 134, 75, 62, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 67, 0, 0, 0, 70, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4793063590671072, y=-0.8723705322992695, z=0.0926508408332954, w=-0.02551255037438569)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0044444444444444444, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=0.08)>	COMP<158>
[1740780090.0328875]	Q_Header<(2621443, 24971, 257, 173, 250, 8, 58, 203, 41)>	Q_Data<(0, 0, 12, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 29, 0, 18, 0, 0, 0, 20, 25, 31, 59, 112, 219, 253, 253, 253, 253, 253, 253, 59, 195, 143, 177, 147, 253, 253, 253, 194, 252, 99, 98, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4793063590671072, y=-0.8723705322992695, z=0.0926508408332954, w=-0.02551255037438569)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0044444444444444444, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.03, z=0.08)>	COMP<158>
[1740780090.043257]	Q_Header<(2621443, 24972, 257, 173, 250, 8, 58, 204, 46)>	Q_Data<(0, 0, 22, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 0, 11, 15, 0, 0, 15, 0, 23, 36, 55, 129, 253, 253, 253, 253, 253, 253, 146, 253, 253, 253, 246, 253, 253, 204, 231, 244, 38, 88, 42, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47789735381020854, y=-0.873154475556685, z=0.09252776352187435, w=-0.025573306672602474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0011111111111111111, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.0, z=-0.03)>	COMP<165>
[1740780090.052491]	Q_Header<(2621443, 24973, 257, 173, 250, 8, 58, 205, 43)>	Q_Data<(0, 0, 39, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 11, 21, 0, 36, 23, 20, 62, 219, 242, 253, 253, 144, 232, 253, 253, 253, 253, 253, 175, 238, 159, 253, 229, 73, 66, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47789735381020854, y=-0.873154475556685, z=0.09252776352187435, w=-0.025573306672602474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0011111111111111111, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.0, z=-0.03)>	COMP<165>
[1740780090.062775]	Q_Header<(2621443, 24974, 257, 173, 250, 8, 58, 206, 49)>	Q_Data<(0, 0, 60, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 13, 0, 0, 0, 22, 46, 27, 0, 5, 91, 110, 235, 253, 190, 253, 253, 253, 253, 253, 253, 253, 253, 224, 253, 247, 126, 136, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47789735381020854, y=-0.873154475556685, z=0.09252776352187435, w=-0.025573306672602474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0011111111111111111, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.0, z=-0.03)>	COMP<165>
[1740780090.073745]	Q_Header<(2621443, 24975, 257, 173, 250, 8, 58, 207, 71)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 15, 5, 0, 0, 24, 34, 25, 0, 39, 63, 32, 120, 139, 163, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 242, 238, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 23, 0, 19, 0, 0, 0, 0, 0, 53, 101, 0, 0, 0, 42, 0, 84, 136, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 154, 253, 207, 233, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4764487514252941, y=-0.8739776673915943, z=0.09222573192462456, w=-0.025574177151831697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.08)>	COMP<154>
[1740780090.0829265]	Q_Header<(2621443, 24976, 257, 173, 250, 8, 58, 208, 71)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 30, 27, 25, 17, 33, 127, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 59, 110, 0, 0, 0, 0, 0, 0, 89, 0, 76, 63, 0, 0, 0, 181, 253, 156, 0, 0, 0, 4, 147, 152, 23, 151, 185, 0, 57, 0, 0, 0, 0, 0, 0, 193, 253, 253, 251, 253, 96, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4764487514252941, y=-0.8739776673915943, z=0.09222573192462456, w=-0.025574177151831697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.08)>	COMP<154>
[1740780090.0929582]	Q_Header<(2621443, 24977, 257, 173, 250, 8, 58, 209, 90)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 173, 237, 253, 253, 249, 238, 253, 253, 253, 253, 253, 253, 253, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 91, 0, 61, 21, 96, 0, 23, 0, 52, 106, 94, 74, 172, 103, 107, 128, 0, 226, 192, 253, 253, 120, 0, 108, 176, 253, 253, 252, 253, 253, 101, 159, 0, 0, 0, 0, 0, 0, 253, 253, 253, 104, 253, 53, 66, 0, 0, 51, 0, 87, 0, 0, 0, 134, 0, 0, 0, 77, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4764487514252941, y=-0.8739776673915943, z=0.09222573192462456, w=-0.025574177151831697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.08)>	COMP<154>
[1740780090.1030629]	Q_Header<(2621443, 24978, 257, 173, 250, 8, 58, 210, 111)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 0, 4, 33, 30, 19, 17, 5, 0, 0, 23, 26, 0, 0, 50, 103, 176, 226, 202, 193, 253, 253, 253, 253, 253, 253, 239, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 68, 117, 79, 19, 0, 0, 38, 46, 135, 119, 200, 253, 253, 176, 209, 253, 253, 253, 253, 253, 253, 253, 164, 0, 171, 238, 253, 253, 253, 253, 253, 182, 218, 0, 0, 113, 153, 86, 69, 246, 253, 253, 115, 253, 0, 0, 0, 41, 130, 66, 175, 0, 161, 140, 245, 0, 16, 0, 79, 0, 0, 0, 194, 250, 69, 19, 0, 0, 0, 0, 0, 0, 0, 111, 247, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4764487514252941, y=-0.8739776673915943, z=0.09222573192462456, w=-0.025574177151831697)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.08)>	COMP<154>
[1740780090.1131861]	Q_Header<(2621443, 24979, 257, 173, 250, 8, 58, 211, 115)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 6, 0, 0, 0, 26, 33, 31, 20, 0, 5, 0, 0, 0, 0, 0, 5, 47, 70, 96, 131, 120, 253, 253, 253, 253, 253, 253, 166, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 50, 18, 0, 28, 90, 81, 206, 253, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 141, 0, 123, 210, 253, 253, 253, 253, 253, 199, 227, 0, 0, 208, 253, 203, 253, 245, 253, 253, 143, 133, 0, 27, 0, 12, 121, 136, 253, 241, 245, 186, 253, 77, 0, 0, 153, 100, 0, 75, 253, 253, 195, 128, 0, 0, 0, 0, 0, 0, 0, 163, 253, 253, 0, 29, 61, 60, 160, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 165, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4745535205553586, y=-0.8750705883218234, z=0.09161476969178049, w=-0.025635045483376286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.011111111111111112, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.03, z=0.08)>	COMP<154>
[1740780090.1231709]	Q_Header<(2621443, 24980, 257, 173, 250, 8, 58, 212, 119)>	Q_Data<(0, 0, 33, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 0, 0, 0, 0, 0, 0, 0, 26, 31, 25, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 52, 61, 194, 120, 253, 209, 197, 207, 76, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 25, 0, 20, 40, 0, 70, 95, 100, 173, 253, 189, 223, 169, 253, 156, 59, 163, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 162, 0, 101, 253, 253, 253, 253, 253, 143, 145, 0, 0, 253, 253, 232, 253, 253, 124, 139, 57, 0, 0, 0, 0, 0, 82, 224, 253, 253, 253, 162, 211, 54, 37, 0, 164, 107, 0, 96, 253, 253, 195, 120, 0, 0, 0, 0, 22, 0, 0, 166, 253, 253, 60, 0, 0, 155, 253, 247, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4745535205553586, y=-0.8750705883218234, z=0.09161476969178049, w=-0.025635045483376286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.011111111111111112, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.03, z=0.08)>	COMP<154>
[1740780090.1333525]	Q_Header<(2621443, 24981, 257, 173, 250, 8, 58, 213, 124)>	Q_Data<(0, 0, 13, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 0, 0, 0, 6, 0, 0, 0, 11, 0, 20, 0, 0, 0, 10, 0, 18, 0, 0, 0, 24, 15, 0, 0, 66, 71, 157, 109, 70, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 89, 59, 60, 64, 100, 115, 175, 105, 238, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 160, 253, 253, 253, 223, 104, 84, 107, 194, 138, 253, 253, 0, 33, 0, 0, 251, 253, 193, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 32, 246, 253, 253, 234, 78, 82, 0, 0, 0, 114, 81, 0, 0, 204, 253, 96, 52, 0, 0, 0, 38, 0, 31, 0, 33, 253, 177, 0, 0, 0, 159, 253, 253, 253, 114, 100, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4745535205553586, y=-0.8750705883218234, z=0.09161476969178049, w=-0.025635045483376286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.011111111111111112, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.03, z=0.08)>	COMP<154>
[1740780090.1439834]	Q_Header<(2621443, 24982, 257, 173, 250, 8, 58, 214, 101)>	Q_Data<(0, 0, 28, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 0, 3, 0, 0, 13, 4, 0, 4, 32, 13, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 58, 0, 38, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 41, 85, 156, 162, 119, 253, 253, 247, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 212, 253, 253, 253, 253, 253, 204, 140, 200, 91, 0, 82, 103, 81, 0, 0, 0, 0, 157, 177, 40, 246, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 246, 192, 130, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 87, 0, 45, 0, 0, 37, 253, 253, 253, 195, 127, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47270777687440996, y=-0.8761420448072504, z=0.09087951965990916, w=-0.0257563178619756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.013333333333333334, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.02)>	COMP<157>
[1740780090.1528864]	Q_Header<(2621443, 24983, 257, 173, 250, 8, 58, 215, 75)>	Q_Data<(0, 0, 61, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 0, 13, 7, 13, 0, 9, 32, 20, 13, 0, 10, 0, 0, 12, 0, 20, 0, 0, 0, 0, 0, 0, 33, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 39, 49, 80, 150, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 161, 166, 252, 166, 113, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 148, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47270777687440996, y=-0.8761420448072504, z=0.09087951965990916, w=-0.0257563178619756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.013333333333333334, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.02)>	COMP<157>
[1740780090.1629725]	Q_Header<(2621443, 24984, 257, 173, 250, 8, 58, 216, 87)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 21, 27, 0, 0, 0, 20, 21, 33, 23, 11, 0, 0, 6, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 62, 226, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 162, 253, 253, 253, 253, 253, 253, 253, 220, 169, 115, 253, 253, 253, 253, 220, 175, 80, 155, 234, 148, 117, 141, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 64, 0, 0, 0, 0, 77, 155, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 253, 253, 76, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47270777687440996, y=-0.8761420448072504, z=0.09087951965990916, w=-0.0257563178619756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.013333333333333334, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.02)>	COMP<157>
[1740780090.173935]	Q_Header<(2621443, 24985, 257, 173, 250, 8, 58, 217, 81)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 12, 0, 0, 13, 21, 40, 14, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 17, 72, 103, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 151, 245, 253, 253, 253, 253, 253, 242, 253, 181, 253, 253, 253, 247, 140, 105, 0, 110, 177, 30, 48, 38, 61, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 61, 0, 0, 0, 104, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4717354699616521, y=-0.8766992224775741, z=0.09057516333588973, w=-0.02569551466604419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.006666666666666667, z=0.11444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.05, z=0.09)>	COMP<164>
