[1740779788.030927]	Q_Header<(2621443, 60304, 257, 173, 250, 8, 58, 0, 88)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 176, 199, 83, 253, 253, 253, 233, 210, 239, 207, 248, 253, 253, 253, 253, 198, 162, 253, 216, 37, 201, 161, 253, 229, 69, 102, 215, 204, 163, 127, 103, 96, 225, 253, 253, 253, 133, 81, 0, 144, 173, 49, 143, 184, 142, 0, 0, 90, 0, 81, 143, 131, 159, 32, 148, 75, 0, 0, 0, 0, 93, 209, 253, 253, 249, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 172, 248, 253, 253, 253, 253, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7336347207854412, y=-0.6735157357626742, z=0.04211380676721751, w=0.0798941638525909)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.0022222222222222222, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=0.0)>	COMP<175>
[1740779789.8918579]	Q_Header<(2621443, 60489, 257, 173, 250, 8, 58, 185, 109)>	Q_Data<(0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 9, 32, 32, 22, 29, 12, 0, 0, 0, 0, 0, 25, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 83, 168, 158, 207, 253, 140, 190, 177, 253, 193, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 13, 33, 0, 0, 0, 0, 0, 0, 0, 0, 50, 110, 184, 219, 253, 192, 253, 253, 149, 253, 253, 253, 253, 253, 218, 253, 167, 166, 253, 253, 253, 253, 76, 221, 253, 229, 134, 253, 253, 101, 166, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 157, 171, 0, 0, 0, 0, 108, 211, 75, 175, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 111, 32, 0, 0, 0, 11)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7217550672648417, y=-0.6860487912098792, z=0.045411058777593424, w=0.07965246196876266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=-0.0033333333333333335, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.04)>	COMP<173>
[1740779789.9006367]	Q_Header<(2621443, 60490, 257, 173, 250, 8, 58, 186, 100)>	Q_Data<(0, 0, 48, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 19, 17, 24, 9, 21, 0, 0, 24, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 97, 80, 117, 147, 17, 97, 94, 179, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 8, 59, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 103, 169, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 198, 0, 253, 253, 253, 253, 253, 253, 253, 233, 43, 253, 253, 94, 138, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 149, 138, 0, 133, 136, 0, 156, 229, 54, 221, 22, 0, 0, 44, 0, 0, 0, 0, 12, 0, 0, 145, 54, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 120, 0, 0, 0, 0, 71, 123)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7217550672648417, y=-0.6860487912098792, z=0.045411058777593424, w=0.07965246196876266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=-0.0033333333333333335, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.04)>	COMP<173>
[1740779789.9087324]	Q_Header<(2621443, 60491, 257, 173, 250, 8, 58, 187, 106)>	Q_Data<(0, 0, 21, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 24, 24, 8, 0, 15, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 29, 0, 0, 0, 6, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 49, 34, 21, 0, 64, 0, 32, 0, 63, 0, 46, 229, 193, 150, 163, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 243, 253, 179, 80, 253, 253, 253, 253, 253, 253, 253, 148, 39, 253, 253, 131, 121, 253, 253, 253, 253, 253, 129, 219, 253, 253, 250, 107, 132, 0, 253, 253, 0, 183, 135, 65, 169, 80, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 51, 56, 0, 0, 0, 0, 0, 0, 31, 0, 0, 91, 38, 0, 50, 0, 0, 81)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7214512373437159, y=-0.6862942227320424, z=0.04577736277561649, w=0.08007986661547845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.011111111111111112, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<173>
[1740779789.9208188]	Q_Header<(2621443, 60492, 257, 173, 250, 8, 58, 188, 96)>	Q_Data<(0, 0, 24, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 13, 23, 0, 0, 14, 0, 0, 20, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 14, 78, 53, 48, 0, 47, 35, 127, 180, 243, 198, 70, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 218, 90, 146, 253, 253, 194, 253, 253, 210, 201, 0, 134, 253, 253, 235, 129, 112, 253, 253, 253, 184, 0, 0, 101, 253, 253, 188, 253, 81, 253, 253, 70, 184, 0, 80, 106, 83, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 226, 143, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7214512373437159, y=-0.6862942227320424, z=0.04577736277561649, w=0.08007986661547845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.011111111111111112, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<173>
[1740779789.9309018]	Q_Header<(2621443, 60493, 257, 173, 250, 8, 58, 189, 94)>	Q_Data<(0, 0, 41, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 10, 0, 13, 0, 17, 0, 16, 0, 19, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 56, 85, 192, 0, 73, 199, 250, 253, 253, 253, 120, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 223, 138, 46, 253, 253, 0, 253, 253, 96, 0, 0, 165, 253, 253, 253, 122, 0, 230, 228, 132, 0, 0, 0, 0, 253, 175, 253, 253, 230, 253, 253, 99, 90, 0, 78, 37, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 253, 240, 135, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7214512373437159, y=-0.6862942227320424, z=0.04577736277561649, w=0.08007986661547845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.011111111111111112, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<173>
[1740779789.9409795]	Q_Header<(2621443, 60494, 257, 173, 250, 8, 58, 190, 99)>	Q_Data<(0, 0, 30, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 13, 5, 4, 30, 0, 18, 5, 12, 0, 0, 17, 44, 12, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 203, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 132, 253, 253, 253, 253, 253, 253, 253, 253, 190, 234, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 201, 245, 122, 169, 173, 83, 45, 147, 0, 0, 0, 147, 253, 253, 223, 26, 21, 44, 0, 9, 0, 0, 0, 27, 110, 30, 253, 253, 178, 193, 253, 53, 0, 0, 57, 64, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 238, 107, 0, 0, 173, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7214512373437159, y=-0.6862942227320424, z=0.04577736277561649, w=0.08007986661547845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.011111111111111112, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<173>
[1740779789.9507997]	Q_Header<(2621443, 60495, 257, 173, 250, 8, 58, 191, 89)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 26, 0, 5, 0, 0, 0, 0, 32, 46, 22, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 60, 101, 68, 253, 253, 253, 253, 253, 253, 253, 253, 172, 253, 253, 202, 172, 253, 253, 86, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 79, 253, 222, 167, 200, 102, 0, 0, 0, 0, 0, 43, 253, 253, 108, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 218, 253, 40, 19, 71, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 170, 0, 0, 0, 103, 128, 0, 88, 115, 39, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7212515184665542, y=-0.6864615239225976, z=0.04620355415750035, w=0.0802000926855422)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.02, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=0.04)>	COMP<171>
[1740779789.960793]	Q_Header<(2621443, 60496, 257, 173, 250, 8, 58, 192, 92)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 12, 0, 0, 0, 32, 16, 0, 7, 36, 23, 0, 0, 0, 41, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 213, 253, 99, 253, 253, 253, 253, 253, 253, 253, 253, 203, 253, 253, 253, 215, 253, 253, 253, 186, 253, 253, 253, 253, 253, 253, 253, 253, 253, 197, 41, 253, 253, 253, 253, 253, 104, 91, 218, 196, 167, 222, 18, 0, 0, 0, 0, 0, 0, 132, 76, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 141, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 93, 0, 0, 0, 0, 164, 0, 172, 152, 30, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7212515184665542, y=-0.6864615239225976, z=0.04620355415750035, w=0.0802000926855422)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.02, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=0.04)>	COMP<171>
[1740779789.9708076]	Q_Header<(2621443, 60497, 257, 173, 250, 8, 58, 193, 89)>	Q_Data<(0, 0, 52, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 5, 0, 10, 15, 0, 0, 0, 30, 39, 75, 52, 25, 55, 80, 116, 27, 61, 70, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37, 251, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 175, 253, 253, 253, 210, 253, 253, 253, 187, 253, 253, 253, 253, 177, 253, 253, 253, 253, 168, 229, 253, 249, 253, 82, 156, 172, 83, 137, 137, 25, 157, 0, 0, 0, 0, 0, 0, 0, 123, 76, 114, 197, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 122, 141, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7212515184665542, y=-0.6864615239225976, z=0.04620355415750035, w=0.0802000926855422)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.02, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=0.04)>	COMP<171>
[1740779789.9808543]	Q_Header<(2621443, 60498, 257, 173, 250, 8, 58, 194, 90)>	Q_Data<(0, 0, 64, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 26, 32, 58, 62, 59, 133, 95, 63, 100, 157, 243, 122, 106, 62, 60, 51, 46, 15, 38, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 227, 197, 253, 253, 253, 246, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 233, 253, 253, 253, 247, 253, 253, 237, 253, 44, 253, 253, 212, 156, 155, 182, 221, 215, 253, 72, 0, 125, 61, 0, 24, 0, 102, 0, 0, 6, 0, 0, 0, 0, 176, 0, 207, 223, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7212079283556243, y=-0.6864781288266509, z=0.04663192766280442, w=0.080202032655661)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.022222222222222223, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.1, z=0.02)>	COMP<171>
[1740779789.9906998]	Q_Header<(2621443, 60499, 257, 173, 250, 8, 58, 195, 84)>	Q_Data<(0, 0, 26, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 0, 0, 38, 30, 93, 145, 32, 152, 101, 95, 126, 216, 253, 192, 95, 180, 198, 145, 103, 102, 160, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 158, 253, 253, 253, 253, 237, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 156, 186, 161, 145, 173, 253, 253, 125, 78, 84, 58, 0, 178, 148, 0, 0, 40, 0, 0, 0, 0, 101, 0, 0, 0, 0, 25, 189, 196, 253, 251, 253, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7212079283556243, y=-0.6864781288266509, z=0.04663192766280442, w=0.080202032655661)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.022222222222222223, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.1, z=0.02)>	COMP<171>
[1740779790.0007625]	Q_Header<(2621443, 60500, 257, 173, 250, 8, 58, 196, 86)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 43, 22, 33, 153, 242, 159, 133, 91, 127, 130, 231, 253, 253, 166, 253, 253, 253, 118, 148, 243, 86, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 115, 250, 253, 253, 128, 241, 177, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 212, 0, 118, 196, 210, 149, 253, 253, 89, 0, 0, 0, 22, 41, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 169, 249, 253, 253, 253, 253, 227, 0, 0, 0, 0, 120, 200, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7212079283556243, y=-0.6864781288266509, z=0.04663192766280442, w=0.080202032655661)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.022222222222222223, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.1, z=0.02)>	COMP<171>
[1740779790.0108638]	Q_Header<(2621443, 60501, 257, 173, 250, 8, 58, 197, 95)>	Q_Data<(0, 0, 23, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 41, 124, 155, 231, 253, 228, 138, 201, 178, 71, 195, 253, 253, 239, 253, 253, 253, 199, 156, 253, 119, 60, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 85, 253, 150, 193, 25, 131, 113, 184, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 235, 196, 0, 130, 191, 237, 0, 169, 171, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 40, 253, 253, 253, 253, 219, 0, 0, 76, 0, 141, 253, 253, 180, 97, 0, 0, 0, 104, 121, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.721146010596394, y=-0.686538326465361, z=0.04712016252055998, w=0.07995778873307458)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.02666666666666667, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.07)>	COMP<171>
[1740779790.020835]	Q_Header<(2621443, 60502, 257, 173, 250, 8, 58, 198, 102)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 31, 58, 111, 200, 253, 253, 253, 253, 209, 253, 253, 240, 226, 253, 253, 250, 253, 253, 253, 253, 132, 227, 79, 34, 41, 0, 0, 0, 21, 0, 0, 0, 28, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 193, 137, 0, 57, 44, 65, 41, 203, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 121, 243, 253, 0, 112, 173, 219, 133, 73, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 248, 253, 253, 240, 244, 152, 0, 56, 101, 45, 158, 253, 253, 181, 0, 0, 70, 98, 145, 253, 196, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.721146010596394, y=-0.686538326465361, z=0.04712016252055998, w=0.07995778873307458)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.02666666666666667, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.07)>	COMP<171>
[1740779790.0307884]	Q_Header<(2621443, 60503, 257, 173, 250, 8, 58, 199, 89)>	Q_Data<(0, 0, 52, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 26, 24, 31, 46, 119, 242, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 218, 253, 253, 253, 253, 102, 147, 103, 98, 56, 0, 0, 69, 73, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 138, 70, 40, 0, 0, 0, 103, 249, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 34, 199, 250, 0, 0, 79, 121, 97, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 229, 231, 231, 79, 136, 0, 0, 19, 123, 163, 191, 253, 253, 96, 30, 0, 105, 84, 163, 253, 253, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.721146010596394, y=-0.686538326465361, z=0.04712016252055998, w=0.07995778873307458)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.02666666666666667, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.07)>	COMP<171>
[1740779790.0407958]	Q_Header<(2621443, 60504, 257, 173, 250, 8, 58, 200, 79)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 17, 40, 153, 101, 237, 253, 253, 181, 253, 253, 253, 253, 253, 253, 253, 189, 253, 253, 172, 253, 200, 87, 68, 152, 122, 73, 0, 20, 73, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 57, 0, 0, 0, 0, 53, 136, 226, 253, 253, 253, 253, 253, 253, 253, 253, 253, 96, 102, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 85, 103, 0, 0, 0, 0, 0, 0, 13, 113, 84, 251, 253, 61, 108, 0, 29, 49, 150, 253, 245, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7211229513162939, y=-0.6865774083247558, z=0.04742382845304785, w=0.07965005937094909)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03222222222222222, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.0)>	COMP<172>
[1740779790.0506904]	Q_Header<(2621443, 60505, 257, 173, 250, 8, 58, 201, 69)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 96, 210, 237, 193, 225, 253, 240, 253, 199, 198, 253, 253, 253, 253, 253, 253, 252, 120, 177, 238, 189, 31, 127, 107, 89, 0, 34, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 68, 117, 201, 141, 206, 253, 253, 253, 253, 253, 168, 64, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 98, 217, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7211229513162939, y=-0.6865774083247558, z=0.04742382845304785, w=0.07965005937094909)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03222222222222222, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.0)>	COMP<172>
