[1740779860.5311992]	Q_Header<(2621443, 2018, 257, 173, 250, 8, 58, 0, 34)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 230, 112, 253, 253, 253, 201, 146, 253, 253, 253, 253, 253, 253, 250, 139, 97, 66, 47, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.295536776866399, y=-0.951003411886692, z=0.07739376973700825, w=0.04754711878953424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.008888888888888889, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.0)>	COMP<166>
[1740779862.3912075]	Q_Header<(2621443, 2204, 257, 173, 250, 8, 58, 186, 66)>	Q_Data<(0, 0, 51, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 0, 0, 25, 10, 11, 0, 0, 0, 17, 12, 0, 21, 0, 0, 0, 30, 31, 79, 109, 204, 225, 223, 253, 253, 253, 253, 253, 253, 253, 235, 198, 147, 59, 15, 54, 253, 253, 232, 253, 156, 22, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 253, 71, 0, 0, 0, 110, 184, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3233743934076187, y=-0.9421071653919582, z=0.07409900218891073, w=0.048707581339992395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.0022222222222222222, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=0.07)>	COMP<159>
[1740779862.4011726]	Q_Header<(2621443, 2205, 257, 173, 250, 8, 58, 187, 53)>	Q_Data<(0, 0, 20, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 23, 17, 0, 9, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 80, 143, 190, 253, 253, 253, 253, 253, 253, 253, 222, 253, 253, 184, 112, 194, 253, 253, 218, 121, 135, 24, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3233743934076187, y=-0.9421071653919582, z=0.07409900218891073, w=0.048707581339992395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.0022222222222222222, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=0.07)>	COMP<159>
[1740779862.4112883]	Q_Header<(2621443, 2206, 257, 173, 250, 8, 58, 188, 57)>	Q_Data<(0, 0, 27, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 17, 26, 0, 0, 0, 0, 0, 12, 0, 28, 0, 0, 0, 0, 0, 0, 0, 41, 81, 125, 180, 253, 253, 253, 253, 253, 242, 219, 225, 253, 253, 188, 253, 253, 253, 253, 112, 137, 93, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3239815776338961, y=-0.9418537536677941, z=0.07458656515987586, w=0.04882917522741464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.03)>	COMP<159>
[1740779862.4211273]	Q_Header<(2621443, 2207, 257, 173, 250, 8, 58, 189, 49)>	Q_Data<(0, 0, 59, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 0, 9, 0, 15, 0, 0, 0, 0, 7, 12, 0, 27, 0, 0, 0, 0, 0, 0, 0, 24, 29, 40, 135, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 244, 253, 253, 253, 253, 204, 103, 111, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3239815776338961, y=-0.9418537536677941, z=0.07458656515987586, w=0.04882917522741464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.03)>	COMP<159>
[1740779862.4311144]	Q_Header<(2621443, 2208, 257, 173, 250, 8, 58, 190, 59)>	Q_Data<(0, 0, 49, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 10, 11, 0, 6, 16, 11, 0, 8, 3, 10, 0, 0, 0, 0, 0, 23, 0, 14, 58, 204, 230, 120, 249, 253, 253, 253, 253, 253, 253, 146, 253, 253, 253, 253, 175, 117, 82, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 164, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 181, 124, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3239815776338961, y=-0.9418537536677941, z=0.07458656515987586, w=0.04882917522741464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.03)>	COMP<159>
[1740779862.441237]	Q_Header<(2621443, 2209, 257, 173, 250, 8, 58, 191, 63)>	Q_Data<(0, 0, 19, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 0, 0, 9, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 90, 61, 135, 253, 253, 253, 253, 253, 253, 253, 163, 214, 253, 253, 204, 171, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 120, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 108, 194, 209, 243, 195, 61, 114, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 131, 194, 99, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3239815776338961, y=-0.9418537536677941, z=0.07458656515987586, w=0.04882917522741464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.03)>	COMP<159>
[1740779862.4512794]	Q_Header<(2621443, 2210, 257, 173, 250, 8, 58, 192, 65)>	Q_Data<(0, 0, 19, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 62, 55, 0, 101, 202, 253, 200, 253, 253, 253, 253, 253, 138, 253, 253, 136, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 76, 69, 78, 74, 189, 239, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 141, 105, 253, 253, 253, 253, 253, 193, 253, 253, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 79, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.324406566873881, y=-0.9416640665531958, z=0.0750132964605832, w=0.04901194227652426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=0.012222222222222223, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.04)>	COMP<163>
[1740779862.4612935]	Q_Header<(2621443, 2211, 257, 173, 250, 8, 58, 193, 76)>	Q_Data<(0, 0, 53, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 54, 0, 14, 39, 106, 139, 253, 253, 115, 253, 253, 253, 181, 189, 253, 253, 253, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 108, 118, 0, 0, 232, 253, 253, 253, 253, 253, 212, 69, 154, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 50, 0, 190, 253, 224, 253, 253, 253, 253, 253, 239, 253, 253, 243, 0, 77, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.324406566873881, y=-0.9416640665531958, z=0.0750132964605832, w=0.04901194227652426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=0.012222222222222223, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.04)>	COMP<163>
[1740779862.47132]	Q_Header<(2621443, 2212, 257, 173, 250, 8, 58, 194, 87)>	Q_Data<(0, 0, 67, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 12, 0, 20, 16, 0, 13, 0, 0, 11, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 51, 218, 253, 196, 223, 253, 207, 253, 253, 253, 253, 253, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 149, 249, 253, 190, 187, 150, 51, 0, 91, 177, 130, 0, 0, 52, 0, 194, 253, 253, 173, 176, 253, 253, 253, 231, 191, 253, 253, 90, 225, 130, 0, 0, 0, 190, 236, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.324406566873881, y=-0.9416640665531958, z=0.0750132964605832, w=0.04901194227652426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.035555555555555556, y=0.012222222222222223, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.04)>	COMP<163>
[1740779862.4813516]	Q_Header<(2621443, 2213, 257, 173, 250, 8, 58, 195, 85)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 26, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 108, 167, 162, 213, 240, 171, 253, 253, 253, 253, 243, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 61, 7, 44, 118, 98, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 223, 253, 253, 253, 253, 253, 241, 242, 112, 236, 206, 0, 0, 0, 0, 139, 253, 253, 185, 253, 253, 253, 253, 188, 154, 140, 253, 123, 253, 198, 172, 0, 206, 220, 253, 253, 48, 18, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3248269821233932, y=-0.941461142287362, z=0.07549999565701568, w=0.04937711922920427)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.016666666666666666, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.15, z=0.09)>	COMP<162>
[1740779862.491298]	Q_Header<(2621443, 2214, 257, 173, 250, 8, 58, 196, 91)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 90, 137, 163, 127, 186, 204, 175, 223, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 39, 0, 88, 39, 64, 0, 0, 0, 0, 0, 0, 0, 120, 88, 126, 116, 176, 91, 107, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 215, 253, 253, 253, 253, 253, 253, 253, 253, 48, 148, 211, 0, 133, 178, 0, 81, 253, 253, 253, 253, 253, 227, 230, 146, 183, 233, 253, 0, 182, 0, 253, 0, 253, 207, 226, 226, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3248269821233932, y=-0.941461142287362, z=0.07549999565701568, w=0.04937711922920427)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.016666666666666666, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.15, z=0.09)>	COMP<162>
[1740779862.5013795]	Q_Header<(2621443, 2215, 257, 173, 250, 8, 58, 197, 103)>	Q_Data<(0, 0, 10, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 23, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 64, 75, 90, 94, 85, 90, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 107, 41, 105, 72, 87, 77, 0, 38, 64, 0, 103, 76, 253, 136, 219, 253, 215, 244, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 229, 234, 253, 253, 253, 253, 253, 253, 253, 0, 0, 144, 110, 253, 253, 175, 61, 219, 246, 253, 253, 253, 160, 0, 110, 181, 253, 253, 183, 253, 253, 253, 45, 253, 122, 77, 125, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 142, 70, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3248269821233932, y=-0.941461142287362, z=0.07549999565701568, w=0.04937711922920427)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.016666666666666666, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.15, z=0.09)>	COMP<162>
[1740779862.5133271]	Q_Header<(2621443, 2216, 257, 173, 250, 8, 58, 198, 105)>	Q_Data<(0, 0, 46, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 9, 0, 0, 19, 14, 25, 0, 0, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 35, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 66, 0, 66, 170, 68, 157, 218, 33, 222, 161, 253, 153, 253, 217, 181, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 207, 221, 253, 253, 253, 131, 253, 253, 0, 0, 77, 197, 253, 253, 237, 109, 0, 162, 253, 206, 105, 0, 0, 31, 144, 253, 253, 253, 253, 253, 253, 133, 197, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 95, 0, 0, 0, 156, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3254403157200348, y=-0.9411646039765448, z=0.07611104157968555, w=0.05004896078215089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.028888888888888888, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=0.04)>	COMP<162>
[1740779862.5213778]	Q_Header<(2621443, 2217, 257, 173, 250, 8, 58, 199, 112)>	Q_Data<(0, 0, 45, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 13, 0, 0, 0, 15, 0, 3, 0, 0, 18, 21, 20, 0, 11, 0, 0, 9, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 253, 253, 237, 236, 150, 159, 209, 253, 253, 165, 253, 169, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 249, 136, 166, 205, 241, 0, 253, 253, 0, 0, 0, 231, 253, 253, 218, 69, 0, 0, 142, 62, 0, 0, 0, 0, 102, 241, 253, 253, 253, 253, 253, 132, 76, 0, 0, 0, 49, 0, 60, 11, 0, 0, 0, 0, 0, 68, 207, 185, 0, 0, 0, 121, 61, 69, 41, 204, 200, 253, 0, 82, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3254403157200348, y=-0.9411646039765448, z=0.07611104157968555, w=0.05004896078215089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.028888888888888888, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=0.04)>	COMP<162>
[1740779862.531891]	Q_Header<(2621443, 2218, 257, 173, 250, 8, 58, 200, 94)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 14, 0, 15, 23, 0, 0, 0, 22, 0, 19, 16, 23, 0, 19, 0, 0, 10, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 16, 106, 89, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 210, 253, 94, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 146, 253, 253, 253, 253, 253, 253, 207, 100, 155, 161, 150, 46, 74, 108, 0, 0, 0, 188, 253, 253, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 214, 219, 253, 250, 243, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 106, 0, 0, 0, 0, 156, 178, 20, 160, 253, 253, 253, 253, 253, 45, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3254403157200348, y=-0.9411646039765448, z=0.07611104157968555, w=0.05004896078215089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.028888888888888888, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=0.04)>	COMP<162>
[1740779862.5414274]	Q_Header<(2621443, 2219, 257, 173, 250, 8, 58, 201, 82)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 0, 0, 0, 18, 0, 14, 23, 15, 22, 0, 14, 0, 32, 0, 0, 0, 0, 0, 19, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 207, 253, 244, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 210, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 141, 99, 218, 253, 53, 33, 0, 0, 0, 0, 0, 77, 213, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 138, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 103, 0, 0, 0, 101, 131, 0, 19, 253, 253, 253, 253, 253, 160, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3254403157200348, y=-0.9411646039765448, z=0.07611104157968555, w=0.05004896078215089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.028888888888888888, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=0.04)>	COMP<162>
[1740779862.553487]	Q_Header<(2621443, 2220, 257, 173, 250, 8, 58, 202, 70)>	Q_Data<(0, 0, 56, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 0, 0, 0, 11, 0, 12, 0, 0, 19, 10, 9, 0, 36, 0, 0, 4, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 84, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 248, 253, 238, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 199, 230, 136, 119, 95, 180, 211, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 21, 253, 253, 253, 253, 253, 204, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3259320101779048, y=-0.9409303125285731, z=0.07653909003054168, w=0.05059880832162604)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.034444444444444444, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.13, z=0.0)>	COMP<165>
