[1740779488.1685197]	Q_Header<(2621443, 30304, 257, 173, 250, 8, 58, 0, 60)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 100, 227, 253, 253, 253, 195, 237, 199, 122, 77, 94, 253, 253, 253, 253, 169, 224, 253, 253, 130, 0, 59, 0, 80, 77, 78, 144, 159, 118, 87, 0, 84, 28, 0, 0, 0, 29, 0, 0, 0, 0, 46, 0, 17, 0, 0, 105, 163, 137, 162, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17565947350550282, y=-0.9791886495652472, z=0.10131852884612046, w=0.008239759876039917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.04888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=0.04)>	COMP<98>
[1740779490.0583644]	Q_Header<(2621443, 30493, 257, 173, 250, 8, 58, 189, 38)>	Q_Data<(0, 0, 49, 0, 60, 0, 0, 0, 91, 75, 98, 111, 123, 0, 0, 0, 27, 181, 253, 253, 253, 253, 253, 77, 136, 53, 91, 250, 253, 253, 253, 84, 84, 124, 109, 60, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17840188349457248, y=-0.9789215906156168, z=0.09924100669249909, w=0.0060423491159639665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=-0.1)>	COMP<109>
[1740779490.0683773]	Q_Header<(2621443, 30494, 257, 173, 250, 8, 58, 190, 38)>	Q_Data<(0, 0, 39, 0, 55, 0, 0, 0, 91, 80, 86, 111, 123, 0, 0, 0, 59, 171, 253, 253, 253, 253, 253, 233, 84, 32, 68, 183, 186, 253, 250, 79, 14, 64, 70, 45, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17840188349457248, y=-0.9789215906156168, z=0.09924100669249909, w=0.0060423491159639665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=-0.1)>	COMP<109>
[1740779490.078434]	Q_Header<(2621443, 30495, 257, 173, 250, 8, 58, 191, 39)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 85, 79, 90, 111, 123, 0, 0, 0, 86, 181, 253, 253, 253, 177, 253, 253, 108, 56, 41, 128, 164, 120, 169, 81, 33, 50, 62, 17, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1782195355236817, y=-0.9789867636300871, z=0.09893625585064658, w=0.005859272400778576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.016666666666666666, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.01, z=-0.11)>	COMP<107>
[1740779490.0884154]	Q_Header<(2621443, 30496, 257, 173, 250, 8, 58, 192, 37)>	Q_Data<(0, 0, 22, 0, 47, 0, 0, 0, 0, 86, 100, 91, 121, 30, 0, 0, 104, 217, 253, 253, 206, 168, 253, 253, 93, 87, 60, 145, 196, 172, 134, 81, 83, 77, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1782195355236817, y=-0.9789867636300871, z=0.09893625585064658, w=0.005859272400778576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.016666666666666666, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.01, z=-0.11)>	COMP<107>
[1740779490.0983481]	Q_Header<(2621443, 30497, 257, 173, 250, 8, 58, 193, 39)>	Q_Data<(0, 0, 52, 0, 41, 0, 0, 0, 0, 93, 86, 96, 105, 85, 0, 0, 128, 235, 253, 143, 143, 247, 178, 238, 75, 89, 72, 148, 156, 187, 128, 157, 153, 72, 44, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1782195355236817, y=-0.9789867636300871, z=0.09893625585064658, w=0.005859272400778576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.016666666666666666, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.01, z=-0.11)>	COMP<107>
[1740779490.1084876]	Q_Header<(2621443, 30498, 257, 173, 250, 8, 58, 194, 45)>	Q_Data<(0, 0, 55, 0, 48, 0, 26, 0, 0, 76, 83, 107, 94, 77, 0, 0, 147, 234, 208, 203, 253, 253, 200, 132, 100, 85, 70, 124, 83, 117, 196, 185, 193, 149, 89, 53, 65, 0, 0, 0, 0, 0, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17816612051197112, y=-0.9790286306995604, z=0.09863530344205047, w=0.005554339488382793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.021111111111111112, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.06)>	COMP<107>
[1740779490.1183925]	Q_Header<(2621443, 30499, 257, 173, 250, 8, 58, 195, 48)>	Q_Data<(0, 0, 34, 0, 56, 0, 47, 0, 0, 84, 99, 100, 28, 0, 0, 0, 136, 222, 107, 253, 253, 253, 213, 80, 131, 160, 162, 176, 62, 0, 209, 179, 253, 248, 171, 118, 106, 19, 0, 54, 58, 0, 52, 69, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17816612051197112, y=-0.9790286306995604, z=0.09863530344205047, w=0.005554339488382793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.021111111111111112, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.06)>	COMP<107>
[1740779490.1296031]	Q_Header<(2621443, 30500, 257, 173, 250, 8, 58, 196, 46)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 54, 61, 90, 81, 62, 0, 0, 0, 0, 129, 189, 151, 253, 253, 182, 156, 40, 232, 253, 253, 253, 128, 119, 173, 206, 253, 253, 199, 139, 115, 38, 28, 84, 96, 0, 66, 70, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17816612051197112, y=-0.9790286306995604, z=0.09863530344205047, w=0.005554339488382793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.021111111111111112, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.06)>	COMP<107>
[1740779490.1385477]	Q_Header<(2621443, 30501, 257, 173, 250, 8, 58, 197, 46)>	Q_Data<(0, 0, 49, 0, 55, 0, 0, 89, 77, 80, 82, 0, 0, 0, 39, 50, 220, 219, 154, 253, 182, 237, 175, 140, 253, 253, 253, 253, 223, 183, 133, 224, 253, 253, 181, 120, 111, 47, 32, 88, 105, 36, 70, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17816612051197112, y=-0.9790286306995604, z=0.09863530344205047, w=0.005554339488382793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.021111111111111112, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.06)>	COMP<107>
[1740779490.1484094]	Q_Header<(2621443, 30502, 257, 173, 250, 8, 58, 198, 48)>	Q_Data<(0, 0, 69, 0, 57, 0, 0, 88, 75, 82, 88, 0, 0, 0, 38, 110, 247, 226, 139, 236, 133, 253, 179, 184, 253, 253, 253, 253, 242, 193, 95, 198, 253, 180, 138, 86, 94, 23, 29, 58, 89, 74, 171, 210, 82, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17822235681781395, y=-0.9790632964775868, z=0.09820540141091186, w=0.005249014618606849)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.12)>	COMP<107>
[1740779490.1583898]	Q_Header<(2621443, 30503, 257, 173, 250, 8, 58, 199, 49)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 74, 91, 43, 99, 67, 0, 0, 0, 100, 218, 214, 141, 247, 206, 250, 161, 174, 253, 253, 149, 248, 180, 159, 77, 133, 164, 88, 91, 87, 78, 42, 25, 22, 49, 103, 253, 253, 185, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17822235681781395, y=-0.9790632964775868, z=0.09820540141091186, w=0.005249014618606849)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.12)>	COMP<107>
[1740779490.1684122]	Q_Header<(2621443, 30504, 257, 173, 250, 8, 58, 200, 48)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 74, 91, 66, 71, 63, 0, 0, 0, 0, 134, 235, 149, 253, 251, 218, 146, 102, 253, 253, 239, 248, 75, 100, 65, 59, 46, 34, 57, 76, 56, 50, 24, 0, 0, 124, 253, 253, 253, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17822235681781395, y=-0.9790632964775868, z=0.09820540141091186, w=0.005249014618606849)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.02, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.12)>	COMP<107>
[1740779490.1784267]	Q_Header<(2621443, 30505, 257, 173, 250, 8, 58, 201, 47)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 52, 0, 76, 88, 29, 88, 0, 0, 0, 155, 243, 156, 253, 253, 181, 149, 126, 253, 253, 253, 253, 130, 64, 65, 21, 54, 50, 21, 41, 31, 0, 0, 0, 0, 118, 253, 253, 253, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17822578178802342, y=-0.979082111527974, z=0.0980241799834129, w=0.005004970584458192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.017777777777777778, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.02, z=-0.06)>	COMP<103>
[1740779490.1884048]	Q_Header<(2621443, 30506, 257, 173, 250, 8, 58, 202, 52)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 79, 73, 83, 83, 0, 88, 0, 0, 0, 143, 213, 152, 219, 252, 119, 165, 168, 253, 253, 253, 253, 75, 96, 21, 55, 63, 0, 65, 98, 0, 46, 91, 64, 0, 83, 253, 253, 223, 52, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17822578178802342, y=-0.979082111527974, z=0.0980241799834129, w=0.005004970584458192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.017777777777777778, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.02, z=-0.06)>	COMP<103>
[1740779490.1984007]	Q_Header<(2621443, 30507, 257, 173, 250, 8, 58, 203, 46)>	Q_Data<(0, 0, 47, 0, 62, 0, 0, 87, 78, 76, 83, 0, 0, 0, 0, 0, 85, 133, 148, 182, 218, 115, 161, 159, 253, 253, 253, 253, 169, 129, 133, 88, 64, 76, 162, 236, 113, 121, 176, 65, 36, 26, 156, 217, 137, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17822578178802342, y=-0.979082111527974, z=0.0980241799834129, w=0.005004970584458192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.017777777777777778, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.02, z=-0.06)>	COMP<103>
[1740779490.2084854]	Q_Header<(2621443, 30508, 257, 173, 250, 8, 58, 204, 47)>	Q_Data<(0, 0, 40, 0, 63, 0, 0, 44, 84, 55, 97, 45, 0, 109, 0, 0, 32, 84, 165, 171, 178, 154, 127, 114, 238, 253, 253, 253, 253, 145, 234, 139, 103, 126, 225, 253, 179, 183, 245, 64, 23, 0, 80, 112, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17828514227821687, y=-0.9790729090328234, z=0.09802325864389466, w=0.004699745277447005)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.016666666666666666, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.01, z=-0.09)>	COMP<105>
[1740779490.2181017]	Q_Header<(2621443, 30509, 257, 173, 250, 8, 58, 205, 48)>	Q_Data<(0, 0, 46, 0, 63, 0, 0, 53, 84, 78, 95, 98, 86, 95, 0, 0, 53, 119, 191, 179, 100, 115, 79, 82, 167, 190, 253, 253, 253, 161, 253, 165, 123, 182, 224, 253, 136, 180, 237, 61, 28, 0, 70, 82, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17828514227821687, y=-0.9790729090328234, z=0.09802325864389466, w=0.004699745277447005)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.016666666666666666, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.01, z=-0.09)>	COMP<105>
