[1740779518.1394985]	Q_Header<(2621443, 33304, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 0, 0, 0, 8, 0, 0, 17, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 230, 253, 253, 223, 238, 173, 253, 253, 253, 203, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83, 94, 193, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7481673510697898, y=-0.6525865000520634, z=0.04296865843964203, w=0.11193823803736291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.03888888888888889, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=0.08, z=0.06)>	COMP<58>
[1740779520.0486898]	Q_Header<(2621443, 33495, 257, 173, 250, 8, 58, 191, 53)>	Q_Data<(0, 0, 20, 0, 51, 0, 0, 0, 48, 81, 94, 97, 36, 62, 0, 0, 157, 151, 150, 253, 253, 253, 253, 82, 46, 169, 253, 253, 231, 167, 232, 129, 57, 21, 0, 33, 62, 37, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7692954246801816, y=-0.6313544805531418, z=0.04876761697234728, w=0.08483978421972806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.03666666666666667, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.16, z=-0.08)>	COMP<58>
[1740779520.058749]	Q_Header<(2621443, 33496, 257, 173, 250, 8, 58, 192, 54)>	Q_Data<(0, 0, 39, 0, 49, 0, 0, 71, 16, 80, 78, 79, 0, 0, 0, 0, 193, 159, 123, 249, 240, 250, 222, 160, 27, 227, 253, 253, 214, 40, 136, 50, 27, 29, 0, 0, 22, 71, 26, 0, 0, 0, 0, 27, 81, 118, 93, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7692954246801816, y=-0.6313544805531418, z=0.04876761697234728, w=0.08483978421972806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.03666666666666667, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.16, z=-0.08)>	COMP<58>
[1740779520.0686839]	Q_Header<(2621443, 33497, 257, 173, 250, 8, 58, 193, 56)>	Q_Data<(0, 0, 52, 0, 42, 0, 0, 82, 93, 68, 87, 0, 0, 0, 0, 0, 196, 164, 147, 240, 214, 108, 166, 181, 65, 242, 253, 253, 157, 43, 82, 46, 0, 0, 22, 90, 130, 158, 78, 26, 0, 0, 0, 70, 158, 212, 206, 104, 81, 78, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7692954246801816, y=-0.6313544805531418, z=0.04876761697234728, w=0.08483978421972806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.03666666666666667, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.16, z=-0.08)>	COMP<58>
[1740779520.0786917]	Q_Header<(2621443, 33498, 257, 173, 250, 8, 58, 194, 57)>	Q_Data<(0, 0, 54, 0, 50, 0, 0, 83, 90, 86, 100, 9, 0, 0, 0, 0, 172, 200, 253, 248, 114, 239, 241, 164, 114, 169, 253, 170, 96, 0, 69, 0, 33, 10, 51, 156, 212, 211, 94, 29, 0, 66, 100, 119, 214, 253, 253, 141, 165, 140, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.769755631934445, y=-0.6307821484334355, z=0.04870480449442492, w=0.08495875671207956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.025555555555555557, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.13, z=-0.13)>	COMP<58>
[1740779520.0886343]	Q_Header<(2621443, 33499, 257, 173, 250, 8, 58, 195, 53)>	Q_Data<(0, 0, 44, 0, 55, 0, 0, 87, 0, 91, 82, 97, 0, 0, 0, 0, 183, 231, 253, 240, 178, 253, 243, 121, 119, 94, 150, 75, 47, 54, 75, 54, 48, 0, 77, 213, 253, 250, 112, 0, 31, 136, 161, 117, 193, 240, 253, 180, 204, 163, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.769755631934445, y=-0.6307821484334355, z=0.04870480449442492, w=0.08495875671207956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.025555555555555557, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.13, z=-0.13)>	COMP<58>
[1740779520.0987859]	Q_Header<(2621443, 33500, 257, 173, 250, 8, 58, 196, 53)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 10, 0, 74, 87, 97, 50, 0, 0, 0, 219, 242, 253, 215, 241, 253, 233, 139, 126, 85, 60, 65, 53, 17, 72, 75, 107, 105, 99, 209, 253, 253, 100, 0, 37, 158, 169, 146, 120, 149, 197, 178, 189, 123, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.769755631934445, y=-0.6307821484334355, z=0.04870480449442492, w=0.08495875671207956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.025555555555555557, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.13, z=-0.13)>	COMP<58>
[1740779520.1087217]	Q_Header<(2621443, 33501, 257, 173, 250, 8, 58, 197, 53)>	Q_Data<(0, 0, 40, 0, 52, 0, 0, 20, 84, 51, 86, 97, 73, 0, 0, 0, 224, 223, 243, 171, 253, 253, 251, 253, 178, 146, 104, 64, 36, 61, 75, 21, 143, 160, 103, 143, 213, 212, 45, 26, 27, 143, 102, 200, 123, 88, 81, 119, 137, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7701865480245655, y=-0.630235858221861, z=0.048644003389775634, w=0.08514226440243038)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.09, z=-0.03)>	COMP<56>
[1740779520.118711]	Q_Header<(2621443, 33502, 257, 173, 250, 8, 58, 198, 51)>	Q_Data<(0, 0, 69, 0, 58, 0, 0, 65, 91, 14, 89, 95, 0, 0, 0, 0, 216, 178, 157, 187, 253, 253, 253, 253, 197, 143, 100, 58, 38, 34, 25, 141, 193, 175, 107, 83, 136, 144, 37, 0, 0, 91, 65, 173, 183, 178, 0, 52, 90, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7701865480245655, y=-0.630235858221861, z=0.048644003389775634, w=0.08514226440243038)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.09, z=-0.03)>	COMP<56>
[1740779520.1288338]	Q_Header<(2621443, 33503, 257, 173, 250, 8, 58, 199, 57)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 58, 90, 66, 97, 97, 0, 51, 0, 0, 230, 127, 91, 161, 242, 222, 253, 253, 205, 178, 57, 65, 64, 54, 51, 144, 169, 132, 94, 76, 107, 102, 50, 0, 13, 0, 81, 71, 230, 224, 22, 71, 25, 64, 17, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7701865480245655, y=-0.630235858221861, z=0.048644003389775634, w=0.08514226440243038)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.09, z=-0.03)>	COMP<56>
[1740779520.1394863]	Q_Header<(2621443, 33504, 257, 173, 250, 8, 58, 200, 57)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 65, 87, 91, 96, 97, 71, 97, 0, 0, 247, 152, 4, 114, 166, 129, 224, 253, 192, 238, 51, 130, 121, 77, 16, 133, 133, 75, 74, 53, 73, 81, 34, 0, 20, 18, 107, 115, 215, 203, 79, 87, 81, 78, 55, 0, 51, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7701865480245655, y=-0.630235858221861, z=0.048644003389775634, w=0.08514226440243038)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.09, z=-0.03)>	COMP<56>
[1740779520.1487098]	Q_Header<(2621443, 33505, 257, 173, 250, 8, 58, 201, 58)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 71, 91, 96, 97, 82, 87, 0, 0, 234, 167, 49, 75, 66, 142, 134, 253, 187, 218, 122, 137, 131, 84, 0, 65, 57, 66, 57, 36, 30, 39, 0, 0, 0, 39, 126, 125, 142, 126, 118, 98, 85, 62, 54, 0, 52, 67, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7707675087269962, y=-0.6295293067002089, z=0.04858496491500546, w=0.08514576137742791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.09, z=-0.12)>	COMP<55>
[1740779520.1587172]	Q_Header<(2621443, 33506, 257, 173, 250, 8, 58, 202, 61)>	Q_Data<(0, 0, 63, 0, 63, 0, 0, 0, 29, 70, 97, 96, 105, 68, 0, 0, 178, 148, 45, 49, 99, 60, 199, 231, 209, 231, 198, 120, 139, 101, 13, 6, 41, 79, 91, 57, 0, 0, 67, 0, 0, 21, 97, 105, 52, 106, 111, 84, 52, 26, 31, 19, 50, 64, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7707675087269962, y=-0.6295293067002089, z=0.04858496491500546, w=0.08514576137742791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.09, z=-0.12)>	COMP<55>
[1740779520.1686952]	Q_Header<(2621443, 33507, 257, 173, 250, 8, 58, 203, 59)>	Q_Data<(0, 0, 31, 0, 63, 0, 0, 0, 0, 52, 91, 107, 74, 51, 0, 0, 154, 123, 57, 49, 71, 142, 231, 183, 199, 253, 244, 186, 198, 112, 11, 28, 26, 98, 105, 99, 13, 56, 70, 0, 0, 0, 62, 76, 62, 84, 76, 11, 0, 0, 23, 0, 183, 242, 112, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7707675087269962, y=-0.6295293067002089, z=0.04858496491500546, w=0.08514576137742791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.09, z=-0.12)>	COMP<55>
[1740779520.1788104]	Q_Header<(2621443, 33508, 257, 173, 250, 8, 58, 204, 58)>	Q_Data<(0, 0, 46, 0, 65, 0, 0, 0, 0, 0, 14, 98, 57, 115, 81, 0, 211, 145, 72, 43, 19, 164, 209, 155, 156, 253, 253, 184, 253, 150, 60, 91, 67, 71, 107, 160, 95, 148, 130, 0, 26, 12, 50, 0, 0, 64, 16, 0, 0, 0, 0, 73, 253, 253, 223, 65, 171, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7712167263601432, y=-0.6290091470297274, z=0.048521470200721256, w=0.08495834782314968)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.011111111111111112, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.21, y=0.11, z=-0.17)>	COMP<55>
[1740779520.1885083]	Q_Header<(2621443, 33509, 257, 173, 250, 8, 58, 205, 65)>	Q_Data<(0, 0, 51, 0, 65, 0, 0, 0, 0, 0, 0, 99, 14, 129, 121, 0, 240, 147, 89, 51, 46, 132, 162, 126, 155, 253, 253, 253, 253, 222, 125, 87, 76, 32, 145, 194, 175, 253, 238, 52, 42, 34, 40, 0, 0, 27, 0, 0, 0, 0, 0, 37, 253, 253, 253, 56, 228, 224, 43, 0, 0, 0, 0, 18, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7712167263601432, y=-0.6290091470297274, z=0.048521470200721256, w=0.08495834782314968)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.011111111111111112, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.21, y=0.11, z=-0.17)>	COMP<55>
[1740779520.200364]	Q_Header<(2621443, 33510, 257, 173, 250, 8, 58, 206, 61)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 74, 118, 124, 131, 0, 226, 109, 111, 55, 45, 88, 105, 81, 198, 253, 253, 253, 253, 253, 189, 63, 91, 77, 139, 184, 227, 253, 253, 70, 31, 0, 29, 28, 26, 0, 0, 0, 15, 33, 0, 25, 253, 253, 253, 39, 219, 243, 83, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7712167263601432, y=-0.6290091470297274, z=0.048521470200721256, w=0.08495834782314968)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.011111111111111112, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.21, y=0.11, z=-0.17)>	COMP<55>
[1740779520.2087522]	Q_Header<(2621443, 33511, 257, 173, 250, 8, 58, 207, 63)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 91, 112, 122, 133, 0, 176, 109, 101, 50, 32, 61, 76, 63, 208, 253, 253, 253, 253, 253, 245, 83, 83, 63, 110, 145, 237, 253, 253, 62, 0, 57, 17, 34, 0, 0, 0, 0, 23, 0, 44, 23, 178, 253, 233, 95, 161, 207, 83, 21, 0, 12, 0, 33, 107, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7716675451491792, y=-0.6284790565847582, z=0.04864502360862895, w=0.08471680397588079)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.008888888888888889, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.12, z=-0.1)>	COMP<57>
