[1740780330.4748008]	Q_Header<(2621443, 49018, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 44, 75, 63, 62, 111, 114, 124, 119, 0, 130, 183, 175, 237, 218, 253, 253, 222, 162, 56, 53, 18, 0, 0, 24, 25, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 10, 52, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2709321926985222, y=-0.9581197479120075, z=0.09258935262979458, w=-0.005432071446309636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.006666666666666667, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.02, z=0.03)>	COMP<88>
[1740780332.4646733]	Q_Header<(2621443, 49216, 257, 173, 250, 8, 58, 198, 69)>	Q_Data<(0, 0, 53, 0, 66, 32, 62, 74, 0, 81, 82, 93, 122, 0, 80, 0, 130, 76, 161, 66, 86, 75, 55, 27, 68, 44, 32, 0, 0, 0, 0, 0, 59, 87, 88, 80, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 59, 24, 0, 0, 45, 0, 0, 0, 0, 0, 28, 0, 0, 20, 0, 0, 0, 69, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30835867927133437, y=-0.9466220817139994, z=0.09314238807760418, w=-0.012085316408496478)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.04777777777777778, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.11, z=-0.06)>	COMP<92>
[1740780332.4752421]	Q_Header<(2621443, 49217, 257, 173, 250, 8, 58, 199, 48)>	Q_Data<(0, 0, 41, 0, 70, 18, 34, 8, 13, 91, 88, 72, 110, 44, 87, 0, 61, 146, 169, 75, 64, 57, 36, 69, 52, 28, 24, 0, 10, 0, 0, 0, 54, 82, 51, 63, 16, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3089586712886816, y=-0.9464071823394501, z=0.09344443416494894, w=-0.011230421872208102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.044444444444444446, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.06, z=-0.19)>	COMP<92>
[1740780332.484523]	Q_Header<(2621443, 49218, 257, 173, 250, 8, 58, 200, 40)>	Q_Data<(0, 0, 60, 0, 75, 0, 72, 37, 0, 0, 45, 32, 99, 54, 28, 0, 135, 165, 143, 65, 43, 51, 35, 63, 36, 19, 6, 0, 0, 0, 23, 11, 51, 62, 18, 47, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3089586712886816, y=-0.9464071823394501, z=0.09344443416494894, w=-0.011230421872208102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.044444444444444446, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.06, z=-0.19)>	COMP<92>
[1740780332.4945238]	Q_Header<(2621443, 49219, 257, 173, 250, 8, 58, 201, 43)>	Q_Data<(0, 0, 65, 0, 75, 0, 66, 4, 0, 95, 0, 113, 105, 0, 0, 0, 180, 203, 118, 39, 61, 64, 38, 35, 24, 18, 0, 0, 0, 0, 28, 38, 33, 37, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3089586712886816, y=-0.9464071823394501, z=0.09344443416494894, w=-0.011230421872208102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.044444444444444446, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.06, z=-0.19)>	COMP<92>
[1740780332.504516]	Q_Header<(2621443, 49220, 257, 173, 250, 8, 58, 202, 40)>	Q_Data<(0, 0, 27, 0, 73, 0, 77, 35, 0, 93, 0, 111, 78, 0, 0, 0, 209, 252, 149, 76, 84, 84, 49, 0, 0, 0, 0, 5, 0, 0, 24, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 59, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3089586712886816, y=-0.9464071823394501, z=0.09344443416494894, w=-0.011230421872208102)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.044444444444444446, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.06, z=-0.19)>	COMP<92>
[1740780332.5146759]	Q_Header<(2621443, 49221, 257, 173, 250, 8, 58, 203, 42)>	Q_Data<(0, 0, 0, 0, 67, 0, 45, 55, 0, 93, 22, 106, 72, 0, 0, 0, 212, 253, 156, 90, 76, 103, 76, 0, 0, 0, 0, 11, 0, 13, 35, 63, 60, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30951306909308707, y=-0.9462396194340621, z=0.09338493309257015, w=-0.010559211388898456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.03666666666666667, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.08, z=-0.24)>	COMP<86>
[1740780332.5245152]	Q_Header<(2621443, 49222, 257, 173, 250, 8, 58, 204, 40)>	Q_Data<(0, 0, 9, 0, 0, 34, 52, 71, 0, 91, 26, 58, 46, 96, 0, 0, 216, 236, 99, 127, 52, 104, 89, 29, 0, 7, 0, 0, 0, 45, 112, 74, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30951306909308707, y=-0.9462396194340621, z=0.09338493309257015, w=-0.010559211388898456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.03666666666666667, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.08, z=-0.24)>	COMP<86>
[1740780332.5344975]	Q_Header<(2621443, 49223, 257, 173, 250, 8, 58, 205, 37)>	Q_Data<(0, 0, 31, 0, 0, 0, 63, 87, 65, 93, 0, 57, 59, 129, 0, 105, 237, 232, 108, 116, 99, 63, 76, 45, 28, 0, 15, 0, 29, 99, 204, 191, 79, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30951306909308707, y=-0.9462396194340621, z=0.09338493309257015, w=-0.010559211388898456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.03666666666666667, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.08, z=-0.24)>	COMP<86>
[1740780332.5445788]	Q_Header<(2621443, 49224, 257, 173, 250, 8, 58, 206, 39)>	Q_Data<(0, 0, 66, 0, 62, 77, 59, 79, 85, 77, 101, 104, 0, 36, 0, 145, 239, 211, 102, 73, 116, 85, 44, 42, 11, 0, 0, 0, 35, 113, 244, 250, 20, 69, 22, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31018425257045196, y=-0.9460558667536414, z=0.09307969011608407, w=-0.010009881428877238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.022222222222222223, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.3)>	COMP<92>
[1740780332.5545788]	Q_Header<(2621443, 49225, 257, 173, 250, 8, 58, 207, 42)>	Q_Data<(0, 0, 67, 0, 66, 66, 87, 77, 75, 77, 100, 93, 0, 0, 0, 62, 240, 143, 105, 46, 104, 93, 44, 39, 0, 0, 0, 18, 21, 100, 217, 233, 56, 64, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31018425257045196, y=-0.9460558667536414, z=0.09307969011608407, w=-0.010009881428877238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.022222222222222223, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.3)>	COMP<92>
[1740780332.564528]	Q_Header<(2621443, 49226, 257, 173, 250, 8, 58, 208, 42)>	Q_Data<(0, 0, 66, 0, 65, 75, 21, 0, 66, 24, 100, 78, 0, 0, 0, 0, 177, 106, 139, 54, 68, 59, 41, 31, 10, 23, 0, 0, 0, 61, 143, 157, 66, 37, 0, 0, 0, 0, 11, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31018425257045196, y=-0.9460558667536414, z=0.09307969011608407, w=-0.010009881428877238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.022222222222222223, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.3)>	COMP<92>
[1740780332.5761974]	Q_Header<(2621443, 49227, 257, 173, 250, 8, 58, 209, 38)>	Q_Data<(0, 0, 66, 0, 0, 78, 0, 91, 81, 0, 95, 0, 0, 0, 0, 0, 171, 151, 146, 64, 48, 49, 39, 40, 11, 33, 42, 38, 0, 35, 81, 70, 44, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31121620094416413, y=-0.9457945184998563, z=0.09234557992322423, w=-0.009460386575082455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.012222222222222223, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=-0.44)>	COMP<92>
[1740780332.5845733]	Q_Header<(2621443, 49228, 257, 173, 250, 8, 58, 210, 39)>	Q_Data<(0, 0, 68, 0, 0, 62, 0, 82, 91, 0, 0, 0, 0, 0, 0, 0, 157, 146, 110, 57, 52, 37, 31, 36, 0, 20, 63, 52, 0, 12, 64, 45, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31121620094416413, y=-0.9457945184998563, z=0.09234557992322423, w=-0.009460386575082455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.012222222222222223, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=-0.44)>	COMP<92>
[1740780332.5945785]	Q_Header<(2621443, 49229, 257, 173, 250, 8, 58, 211, 49)>	Q_Data<(0, 0, 61, 0, 0, 82, 0, 58, 91, 79, 86, 0, 30, 59, 58, 94, 132, 118, 51, 52, 36, 0, 28, 26, 0, 34, 66, 38, 0, 0, 47, 23, 27, 24, 0, 0, 0, 0, 40, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31121620094416413, y=-0.9457945184998563, z=0.09234557992322423, w=-0.009460386575082455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.012222222222222223, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=-0.44)>	COMP<92>
[1740780332.6045592]	Q_Header<(2621443, 49230, 257, 173, 250, 8, 58, 212, 43)>	Q_Data<(0, 0, 13, 0, 0, 83, 0, 87, 91, 76, 88, 69, 56, 0, 91, 133, 109, 79, 46, 34, 24, 0, 5, 0, 0, 22, 48, 8, 19, 0, 20, 0, 13, 0, 0, 0, 0, 45, 122, 99, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31121620094416413, y=-0.9457945184998563, z=0.09234557992322423, w=-0.009460386575082455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.012222222222222223, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=-0.44)>	COMP<92>
[1740780332.6146011]	Q_Header<(2621443, 49231, 257, 173, 250, 8, 58, 213, 39)>	Q_Data<(0, 0, 0, 0, 0, 40, 0, 88, 34, 91, 86, 90, 43, 0, 83, 66, 73, 33, 60, 35, 11, 9, 21, 12, 0, 5, 26, 41, 32, 0, 15, 0, 0, 0, 0, 0, 0, 82, 169, 153, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31213680886929435, y=-0.9455657886200838, z=0.09161465586875456, w=-0.009094326265452651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.0044444444444444444, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.37)>	COMP<85>
[1740780332.6245198]	Q_Header<(2621443, 49232, 257, 173, 250, 8, 58, 214, 44)>	Q_Data<(0, 0, 0, 0, 0, 53, 70, 74, 77, 82, 90, 97, 0, 0, 0, 0, 79, 54, 18, 64, 33, 43, 23, 25, 5, 0, 20, 41, 21, 0, 10, 8, 10, 0, 0, 0, 0, 67, 127, 168, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31213680886929435, y=-0.9455657886200838, z=0.09161465586875456, w=-0.009094326265452651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05555555555555555, y=-0.0044444444444444444, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.37)>	COMP<85>
